AI_id,text_obj,text_mthd,text_deal,document,label
id_0627372,부동산 토지,계약? 중개,부동산중개서비스,부동산 토지 계약 중개 부동산중개서비스,L68682
id_0346614,부동산사무실에서,계약에의?,부동산중개서비스업,부동산사무실에서 계약에의거 부동산중개서비스업,L68682
id_0553559,부동산업,계약?수수료를받고,부동산중개,부동산업 계약 수수료를받고 부동산중개,L68682
id_0047609,부동산에서,?략에의거,부동산중개,부동산에서 계약에의거 부동산중개,L68682
id_0728688,부동산에서,거래를통하여,매매 계약 전 ?세서비스,부동산에서 거래를통하여 매매 계약 전 월세서비스,L68682
id_0731190,부동산에서,계약 ? 중개 등을 통해 수수료를 받음,부동산컨설팅,부동산에서 계약 중개 등을 통해 수수료를 받음 부동산컨설팅,L68682
id_0754195,부동산에서,계약? 중개,부동산중개서비스,부동산에서 계약 중개 부동산중개서비스,L68682
id_0753704,부동산에서,계약? 중개,부동산중개서비스,부동산에서 계약 중개 부동산중개서비스,L68682
id_0760858,부동산에서,계약? 중개수수료,부동산중개업,부동산에서 계약 중개수수료 부동산중개업,L68682
id_0107299,부동산에서,계약에의거,매매?존새알선,부동산에서 계약에의거 매매존새알선,L68682
id_0588870,부동산에서,계약에의한수숫료? 받고,부동산중개,부동산에서 계약에의한수수료 받고 부동산중개,L68682
id_0780556,부동산에서,계약중개? 통해서,부동산 중개업,부동산에서 계약중개 통해서 부동산 중개업,L68682
id_0784328,부동산에서,계약체결및중개를?히,부동산중개서비스,부동산에서 계약체결및중개를 부동산중개서비스,L68682
id_0005729,부동산에서,고객의 요구에따라,부동?중개및계약,부동산에서 고객의 요구에따라 부동산중개및계약,L68682
id_0454692,부동산에서,중개수수료를 받고,부동산매매?임대서비스,부동산에서 중개수수료를 받고 부동산매매 임대서비스,L68682
id_0678073,부동산중개소,계약에 ?거 부동산중개,부동산중개서비스,부동산중개소 계약에 의거 부동산중개 부동산중개서비스,L68682
id_0307828,부동산중개소,계약에의거부동?중개,부동산중개서비스,부동산중개소 계약에의거부동산중개 부동산중개서비스,L68682
id_0594484,부동산중개소에서,계?및수수료를 받음,부동산중개서비스,부동산중개소에서 계약및수수료를 받음 부동산중개서비스,L68682
id_0740468,부동산중개소에서,계약 및 중개등을 통해 수수료?k 받음,부동산 거래중개 서비스,부동산중개소에서 계약 및 중개등을 통해 수수료 받음 부동산 거래중개 서비스,L68682
id_0358077,부동산중개소에서,계약및중개를통해수수료?t음,부동산거래중개서비스,부동산중개소에서 계약 및 중개를통해수수료 받음 부동산거래중개서비스,L68682
id_0554745,부동산중개소에서,계약에의?결,부동산중개서비스,부동산중개소에서 계약에의거 부동산중개서비스,L68682
id_0086955,부동산중개소에서,일반인대상,전 ?세,부동산중개소에서 일반인대상 전 월세,L68682
id_0131026,부동산중개소에서,중개등을?해수수료받음,매매 전월세,부동산중개소에서 중개등을 통해수수료받음 매매 전월세,L68682
id_0185400,부동산중개소에셔,계약체결에의?수수료받음,부동산중개서비스,부동산중개소에셔 계약체결에의거 수수료받음 부동산중개서비스,L68682
id_0777106,사업장에서,계약에 ?거,부동산중개서비스,사업장에서 계약에 의거 부동산중개서비스,L68682
id_0019983,사업장에서,계약으?거,부동산중개,사업장에서 계약의거 부동산중개,L68682
id_0187549,사업장에서,일반?대상으로,부동산중개서비스,사업장에서 일반안 대상으로 부동산중개서비스,L68682
id_0337210,건설공사를,일괄도급?여 분양,신축주택분양,건설공사를 일괄도급여 분양 신축주택분양,L68681
id_0045314,부동산에서,공공사업주대상으로,부동산개발? 공금,부동산에서 공공사업주대상으로 부동산개발 공금,L68681
id_0873233,사업장에서,고객요청으로,공간및세미나실 운영 및 임대 프랜차이즈 사업 인?,사업장에서 고객요청으로 공간및세미나실 운영 및 임대 프랜차이즈 사업 인,L68681
id_0751328,사업장에서,비거주용,부동산개발?관리,사업장에서 비거주용 부동산개발관리,L68681
id_0812102,상가 건?을,부동산에서,부동산 임대업,상가 건물을 부동산에서 부동산 임대업,L68681
id_0079400,보험대리점에서,일반대상?기업대상,kb손해보험판매,보험대리점에서 일반대상 기업대상 kb손해보험판매,K66662
id_0246575,보험업,일반대?대상으로,보험대리중개,보험업 일반대상 대상으로 보험대리중개,K66662
id_0021358,사업장에서,계약을 체결에의해,보험대리?중개업,사업장에서 계약을 체결에의해 보험대리 중개업,K66662
id_0212732,사업장에서,일반대중 ? 기업대상,보험계약체결,사업장에서 일반대중 기업대상 보험계약체결,K66662
id_0213286,사업장에서,일반대중?기업대상,보험계약체결 대리 중개,사업장에서 일반대중 기업대상 보험계약체결 대리 중개,K66662
id_0762157,생명또는 비생명회사?,보험업무로 중개 대리를수행하는,보험업자,생명또는 비생명회사 보험업무로 중개 대리를수행하는 보험업자,K66662
id_0161721,자동차 보험,산업재해 기타 보험?,보험상품 가입,자동차 보험 산업재해 기타 보험 보험상품 가입,K66662
id_0321146,유가증권 파생상품 파생결합증권 시스템트레이딩 모?,,,유가증권 파생상품 파생결합증권 시스템트레이딩 모,K66661
id_0167213,금융업,고객대상,예금?대출,금융업 고객대상 예금 대출,K64641
id_0398843,단위농협에서,일반대중?기업 대상,대출?이자지급,단위농협에서 일반대중기업 대상 대출 이자지급,K64641
id_0126029,수협에서,개인?법인고객대상으로,예금 대출공제,수협에서 개인 법인고객대상으로 예금 대출공제,K64641
id_0843344,신용협동조합,일반대중 기업대상,이자지급? 대출,신용협동조합 일반대중 기업대상 이자지급 대출,K64641
id_0826857,신용협동조합에서,일반대중?기업대상으로,대출?이자지급,신용협동조합에서 일반대중기업대상으로 대출 이자지급,K64641
id_0739112,은행에서,일반대중및기업대상,이자지급? 대출,은행에서 일반대중및기업대상 이자지급 대출,K64641
id_0787672,은행에서,일반인?기업대상으로,대출및 이자지급,은행에서 일반인기업대상으로 대출및 이자지급,K64641
id_0345496,문?컨텐츠제작하는장소에서,일반인을대상으로,중국어 음악제공,문화컨텐츠제작하는장소에서 일반인을대상으로 중국어 음악제공,J63631
id_0079137,사무실에서,시스템?합을위하여,컴퓨터시스템구축서비스,사무실에서 시스템 합을위하여 컴퓨터시스템구축서비스,J62620
id_0827739,사무실에서,의뢰를 받아서,컴퓨터 응용소프트웨어 개?,사무실에서 의뢰를 받아서 컴퓨터 응용소프트웨어 개발,J62620
id_0203461,사무실에서,컴퓨터 포토?,창작 및 제작,사무실에서 컴퓨터 포토샵 창작 및 제작,J62620
id_0606032,의뢰를 받아,사업장에서,컴퓨터 프로그램 설계 ? 연구공학 개발업,의뢰를 받아 사업장에서 컴퓨터 프로그램 설계 연구공학 개발업,J62620
id_0539654,장애복구기술서비스,컴퓨터시스템관련전문적기술을가지고,시스?유지관리,장애복구기술서비스 컴퓨터시스템관련전문적기술을가지고 시스템유지관리,J62620
id_0972274,우체국에서,우편?,우편물 발송,우체국에서 우편 우편물 발송,J61611
id_0207584,사업장,사업체대상,음악?오디오물작업,사업장 사업체대상 음악 오디오물작업,J59592
id_0116841,사업장에서,사업자요청으로,광고영상제작?통합마케팅,사업장에서 사업자요청으로 광고영상제작 통합마케팅,J59591
id_0195876,모바일 게임 소프트웨어 개발 및 공급업 인터넷 콘?,,,모바일 게임 소프트웨어 개발 및 공급업 인터넷 콘,J58582
id_0881084,사업장,고객의 요청,시스탬 스프트웨어개발?공급,사업장 고객의 요청 시스탬 스프트웨어개발 공급,J58582
id_0765451,사업장에서,sw 자문 개발,소?트웨어,사업장에서 sw 자문 개발 소프트트웨어,J58582
id_0425971,사업장에서,고객의?를 받아,it관광상품,사업장에서 고객의뢰를 받아 it관광상품,J58582
id_0424698,사업장에서,소?웨어,개발및공급,사업장에서 소프트웨어 개발및공급,J58582
id_0593234,사업장에서,운영?등의시스템소프트웨어,개발 공급,사업장에서 운영등의시스템소프트웨어 개발 공급,J58582
id_0660165,사업장에서,운영체제등의 시?템s w,개발 및 공급,사업장에서 운영체제등의 시스템sw 개발 및 공급,J58582
id_0230389,소프트웨어 개발 및 자문 인터넷 정보기술 서비스업 ?,,,소프트웨어 개발 및 자문 인터넷 정보기술 서비스업,J58582
id_0405051,사업자에서,정보통신,신문밸?,사업자에서 정보통신 신문밸,J58581
id_0030355,? 숍에서,일반인대상,커피,커피숍에서 일반인대상 커피,I56562
id_0843586,?에서,접객두원을 두고,맥주 양주,숍에서 접객두원을 두고 맥주 양주,I56562
id_0702909,?에서,접객시설을 갖추고,소주 맥주,숍에서 접객시설을 갖추고 소주 맥주,I56562
id_0703674,?에서,접객시설을갖추고,커피,숍에서 접객시설을 갖추고 커피,I56562
id_0702946,?에서,접객시설을갖추고,커피,숍에서 접객시설을 갖추고 커피,I56562
id_0547686,가요주점에서,접객요원을두고,일반유?주점업,가요주점에서 접객요원을두고 일반유흥주점업,I56562
id_0876139,노래연습창운영 노래방에서 노?방시설을갖추고,,,노래연습창운영 노래방에서 노래방시설을갖추고,I56562
id_0049370,노래주점에서,접객요원을 두고,양주 ?주,노래주점에서 접객요원을 두고 양주 맥주,I56562
id_0531444,다방에서,접객시설을갖추고,? 차,다방에서 접객시설을갖추고 차,I56562
id_0936995,매장에서,접객시설을 갖추고,? 쥬스,매장에서 접객시설을 갖추고 쥬스,I56562
id_0824041,매장에서,접객시설을갖추고,주류? 언쥬류 판먀,매장에서 접객시설을갖추고 주류 언쥬류 판매,I56562
id_0325623,사업장에서,와인,?,사업장에서 와인,I56562
id_0446984,사업장에서,접객시설을갖추고,쭈꾸미?음판매,사업장에서 접객시설을갖추고 쭈꾸미 음식판매,I56562
id_0116324,소주?에서,접객요원및 무도시설없이,소주 맥주,소주방에서 접객요원및 무도시설없이 소주 맥주,I56562
id_0100697,소주방,잡?요원없이,소주,소주방 접객요원없이 소주,I56562
id_0496161,영업장에서,?란인을 대상으로,주류와 안주 제공,영업장에서 일반인을 대상으로 주류와 안주 제공,I56562
id_0508959,음료점에서,접객시설을?추어,커피 음료 판매,음료점에서 접객시설을 갖추어 커피 음료 판매,I56562
id_0520683,접객시설갗추고,사업장에서,차와음?제공,접객시설갗추고 사업장에서 차와음료 제공,I56562
id_0167078,접객시설을 갖추고 ? 홍차 판매,,,접객시설을 갖추고 홍차 판매,I56562
id_0940855,접객시설을 갖추고 ?도리 꼬지 제공,,,접객시설을 갖추고 도리 꼬지 제공,I56562
id_0702540,주범에서,접?요원없이,소주 맥주,주점에서 접객요원없이 소주 맥주,I56562
id_0370835,주저에서,접객요원없이,? 맥주,주저에서 접객요원없이 맥주,I56562
id_0515972,주점에서,접객 시설을 갖추고,주류 안주?,주점에서 접객 시설을 갖추고 주류 안주,I56562
id_0251013,주점에서,접객요원무도시설없이,주류 ?안주,주점에서 접객요원 및 무도시설 없이 주류 안주,I56562
id_0652694,카페에서,접객시설을갖추고,커피와식사제?,커피숍에서 접객시설을갖추고 커피식사제공,I56562
id_0218421,커치?,접객시설을갖추고,커피쥬스,커피숍 접객시설을갖추고 커피쥬스,I56562
id_0230040,커피숍에서,접객시설을 갖추고,?음료,커피숍에서 접객시설을 갖추고 음료,I56562
id_0261640,커피숍에서,접객시설을갖추고,커?저트제공,커피숍에서 접객시설을갖추고 커피 디저트제공,I56562
id_0286952,커피전문점에서,접객시설을갖추고,원두? 공,커피전문점에서 접객시설을 갖추고 원두 제공,I56562
id_0178386,커피점에서,접객시설을 갖추고,? 음료제공,커피점에서 접객시설을 갖추고 음료제공,I56562
id_0936791,케피?에서,접객시설을갖추고,커피전문점,커피숍에서 접객시설을갖추고 커피전문점,I56562
id_0260271,키즈카페에서,접객시설을갖추고,음료 커?제공,키즈카페에서 접객시설을갖추고 음료 커피제공,I56562
id_0288762,키피?에서,접객시설을갖추고,커피제공,커피숍에서 접객시설을갖추고 커피제공,I56562
id_0723872,파리공원에서,접객시설을 갖추고,커피 ?화차등 제공,파리공원에서 접객시설을 갖추고 커피 쌍화차등 제공,I56562
id_0946007,포장마?에서,접객시설을갖추고,소주 맥주,포장마차에서 접객시설을갖추고 소주 맥주,I56562
id_0984704,? 전문점에서,접객시설을 갖추고,죽 판매,죽 전문점에서 접객시설을 갖추고 죽 판매,I56561
id_0704106,?에서,접객요원 무도시설없이,막창 소주,숍에서 접객요원 및 무도시설없이 막창 소주,I56561
id_0754843,?집에서,접객시설을갖추고,생선회판매,횟집에서 접객시설을갖추고 생선회판매,I56561
id_0576542,가게에서,?강정 튀김,판매서비스,가게에서 닭강정 튀김 판매서비스,I56561
id_0549312,가게에서,고객의주문을 ?아,찜닭배달,가게에서 고객의 주문을 받아 찜닭배달,I56561
id_0830934,가게에서,일반손님에게,타코?판매,가게에서 일반손님에게 타코 판매,I56561
id_0315782,,각종핫도그 ?밥 파스타 츄러스 치즈스틱 음료수판매,,각종핫도그 밥 파스타 츄러스 치즈스틱 음료수판매,I56561
id_0739716,갈비집에서,접객시설을갖추고,돼지 갈비찜 ?등심,갈비집에서 접객시설을갖추고 돼지 갈비찜 등심,I56561
id_0162150,,감자탕 ?해장국등을 판매하고 있음,,감자탕 해장국등을 판매하고 있음,I56561
id_0693447,고객의 의뢰에 의해 ? 백일상 음식 제공,,,고객의 의뢰에 의해 백일상 음식 제공,I56561
id_0800622,,고객의주문받아,피자배?서비스,고객의주문받아 피자배달서비스,I56561
id_0819190,과자 음료 ?배 등 소규모 매점 백숙,,,과자 음료 배 등 소규모 매점 백숙,I56561
id_0374001,구내식?엥서,음식을조리하여,식사제공,구내식당에서 음식을조리하여 식사제공,I56561
id_0467778,구내식당에서,음식을 조리하여,식?베공,구내식당에서 음식을 조리하여 식사제공,I56561
id_0137114,구내식당에서,회사와계악,구내급?,구내식당에서 회사와계약 구내급식,I56561
id_0217491,돼지?기 닭고기를가지고,조리하여,포장 배달판매,돼지고기 닭고기를가지고 조리하여 포장 배달판매,I56561
id_0210149,돼지국밥 돼지수? 주류,,,돼지국밥 돼지수육 주류,I56561
id_0815176,떡?기 판매,,,떡볶이 판매,I56561
id_0670553,매장에서,접객시설을갖추고,?요리제공,매장에서 접객시설을갖추고 요리제공,I56561
id_0263074,매장에서,주문을?이,치킨배달,매장에서 주문을 이 치킨배달,I56561
id_0333981,매장에서,즉석조리하여,?야끼제공,매장에서 즉석조리하여 야끼제공,I56561
id_0899518,분식점에서,간이음식조리하여,김밥?분식판매,분식점에서 간이음식조리하여 김밥 분식판매,I56561
id_0033345,분식점에서,일반인에세,?보꼬이 김밥판매,분식점에서 일반인에세 떡볶이 김밥판매,I56561
id_0405255,사업장에서,고객의 의뢰에 의해,캐?수업및 주문판매,사업장에서 고객의 의뢰에 의해 캐수업및 주문판매,I56561
id_0545677,소고기 돼지고기를 이용한 한식제?,,,소고기 돼지고기를 이용한 한식제,I56561
id_0814147,숯불?집에서,접객시설을 갖추고,숯불갈비한식위주로 판매,숯불고기집에서 접객시설을 갖추고 숯불갈비한식위주로 판매,I56561
id_0778964,식?엥서,일반인 대상으로,장어구이 판매,식당에서 일반인 대상으로 장어구이 판매,I56561
id_0211616,식당에서,?불시설을 갖추고,돼지고기소고기판매,식당에서 숯불시설을 갖추고 돼지고기소고기판매,I56561
id_0470454,식당에서,접객시석갖추고,동?개,식당에서 접객시설갖추고 동개,I56561
id_0668223,식당에서 접객시설없이 족?제공,,,식당에서 접객시설없이 고기제공,I56561
id_0588821,식당에서,접객시설을갖추고,? 오리백숙,식당에서 접객시설을갖추고 오리백숙,I56561
id_0232575,업소에서,일반인을 대상으로,찜닭 삼겹살 떡볶이 배?판매,업소에서 일반인을 대상으로 찜닭 삼겹살 떡볶이 배달판매,I56561
id_0621092,영업장에서,보삼음식조리,보쌈배?판매,영업장에서 보삼음식조리 보쌈배달판매,I56561
id_0231563,위?급식영업,,,위탁급식영업,I56561
id_0663369,음식점에서,고객에게,?닭판매,음식점에서 고객에게 찜닭판매,I56561
id_0001322,음식점에서,음식을조리하여,?겅종 치킨 판매,음식점에서 음식을조리하여 치킨 판매,I56561
id_0269937,음식점에서,일반인대상,?식 김밥,음식점에서 일반인대상 분식 김밥,I56561
id_0669169,음식점에서,접객시설갖추고,심?살,음식점에서 접객시설갖추고 삼겹살,I56561
id_0756967,음식점에서,접객시설없이,김치찌개 삼?살,음식점에서 접객시설없이 김치찌개 삼겹살,I56561
id_0769721,음식점에서,접객시설없이,닭?음탕 배달,음식점에서 접객시설없이 닭볶음탕 배달,I56561
id_0996462,음식점에서,접객시설을 갖추?,감자전 옹심이,음식점에서 접객시설을 갖추고 감자전 옹심이,I56561
id_0833018,음식점에서,접객시설?갖추고,?갈비배달,음식점에서 접객시설을 갖추고 갈비배달,I56561
id_0147390,음식점에서,접객시설을 갖추고,?볶음제공,음식점에서 접객시설을 갖추고 볶음제공,I56561
id_0428122,음식점에서,접객시설을 갖추고,?불갈비 판매,음식점에서 접객시설을 갖추고 불갈비 판매,I56561
id_0696391,음식점에서,접객시설을 갖추고,닭?음탕,음식점에서 접객시설을 갖추고 닭볶음탕,I56561
id_0285500,음식점에서,접객시설을 갖추고,부대찌개 한식부?,음식점에서 접객시설을 갖추고 부대찌개 한식부,I56561
id_0672743,음식점에서,접객시설을 갖추고,일본식 ?밥,음식점에서 접객시설을 갖추고 일본식 초밥,I56561
id_0753570,음식점에서,접객시설을 갖추고,일본식이아닌한국식회? 산낙지 생선회,음식점에서 접객시설을 갖추고 일본식이아닌한국식회 산낙지 생선회,I56561
id_0669942,음식점에서,잡?시설을 갖추고,전복? 송이죽제공,음식점에서 접객시설을 갖추고 전복죽 송이죽제공,I56561
id_0895912,음식점에서,접객시설을 갖추고,찜?제공,음식점에서 접객시설을 갖추고 찜닭제공,I56561
id_0533483,음식점에서,접객시설을 갖추고,치?,음식점에서 접객시설을 갖추고 치킨,I56561
id_0412958,음식점에서,접객시설을갖추?,닭곰탕판매,음식점에서 접객시설을갖추고 닭곰탕판매,I56561
id_0528793,음식점에서,접객시설을갖추고,?불소고기,음식점에서 접객시설을갖추고 불소고기,I56561
id_0550617,음식점에서,접객시설을갖추고,?브 찜,음식점에서 접객시설을갖추고 브 찜,I56561
id_0729835,음식점에서,접객시설을갖추고,?뽁이 튀김,음식점에서 접객시설을갖추고 떡볶이 튀김,I56561
id_0916291,음식점에서,접객시설을갖추고,김?개등판매,음식점에서 접객시설을갖추고 김밥개등판매,I56561
id_0154870,음식점에서,접객시설을갖추고,삼?살,음식점에서 접객시설을갖추고 삼겹살,I56561
id_0667339,음식점에서,접객시설을갖추고,오리요리 제?,음식점에서 접객시설을갖추고 오리요리 제공,I56561
id_0650418,접객시설을 갖추고,고객들에게,?국수판매,접객시설을 갖추고 고객들에게 국수판매,I56561
id_0731885,접객시설을 갖추고 고기위주? 식사를 제공함,,,접객시설을 갖추고 고기위주 식사를 제공함,I56561
id_0134640,접객시설을 갖추고 해물탕 해물 ? 판매,,,접객시설을 갖추고 해물탕 해물 판매,I56561
id_0573004,제과점에서,체인계약을 체결하여,빵 캐?,제과점에서 체인계약을 체결하여 빵 케잌,I56561
id_0703579,제괴점에서,접?서릉갖추고,빵,제괴점에서 접객시설을 갖추고 빵,I56561
id_0548465,치킨전문점에서,접객시설을 갖추고,후라? 양념통닭,치킨전문점에서 접객시설을 갖추고 후라이드 양념통닭,I56561
id_0873498,치킨집에서,접객시설 없이,치킨배? 서비스,치킨집에서 접객시설 없이 치킨배달 서비스,I56561
id_0404852,한?업,,,한방업,I56561
id_0962976,고시원에서,숙박시?을 갖추고,숙박제공,고시원에서 숙박시설을 갖추고 숙박제공,I55559
id_0447051,게스?하우스에서,숙박시설을 갖추고,숙박서비스제공,게스트하우스에서 숙박시설을 갖추고 숙박서비스제공,I55551
id_0235948,모?에서,숙박시설을갖추고,숙박서비스제공,모텔에서 숙박시설을갖추고 숙박서비스제공,I55551
id_0236230,모?에서,숙박시설을갖추고,숙박서비스제공,모텔에서 숙박시설을갖추고 숙박서비스제공,I55551
id_0862522,모텔에서,객실을 이용하여,숙박서비?,모텔에서 객실을 이용하여 숙박서비스,I55551
id_0915595,모텔에서,룸서비스없이 일반인대상츠로,숙박서비?공,모텔에서 룸서비스없이 일반인대상으로 숙박서비스 제공,I55551
id_0974241,모텔에서,숙박시설을갖추고,숙박서비?,모텔에서 숙박시설을갖추고 숙박서비스,I55551
id_0774904,사업장에서,,?텔운영,사업장에서 모텔운영,I55551
id_0499686,손님에게 숙박제?,,,손님에게 숙박제공,I55551
id_0069639,여관에서,개별?서비스없이 일반인대상으로,숙박서비스제공,여관에서 개별 서비스없이 일반인대상으로 숙박서비스제공,I55551
id_0253629,여관에서숙박시?을 갖추고 숙박서비스제공,,,여관에서숙박시설을 갖추고 숙박서비스제공,I55551
id_0411288,일반인대상으로,객?을,객실대여,일반인대상으로 객실을 객실대여,I55551
id_0368543,펜션에서,숙박시설을 갖추고,숙박서비스제?,펜션에서 숙박시설을 갖추고 숙박서비스제공,I55551
id_0394349,사무실에서,고객요청,수출입통관업무대?,사무실에서 고객요청 수출입통관업무대,H52529
id_0202875,사업장에서,?룰운송업자와 화주간에,화물운송 중개,사업장에서 룰운송업자와 화주간에 화물운송 중개,H52529
id_0563825,사업장에서,운송업자와화주간에,화물운송알선?주선,사업장에서 운송업자와화주간에 화물운송알선 주선,H52529
id_0464917,주차장에서,일반인차? 대상,주차장운영,주차장에서 일반인차량 대상 주차장운영,H52529
id_0984832,,주차장을 사납금제도로 운영하기?문에 관리하는 직원이 없다고 함,,주차장을 사납금제도로 운영하기 문에 관리하는 직원이 없다고 함,H52529
id_0040274,톨게이트,통행차?대상,통행료 징수,톨게이트 통행차량대상 통행료 징수,H52529
id_0040332,창고에서 고객의 요청한 ?품,온도조절장치없이,물품창고제공,창고에서 고객의 요청한 물품 온도조절장치없이 물품창고제공,H52521
id_0107202,항공기로,여행객 대상으로,국내?외 항공 여객을 운송,항공기로 여행객 대상으로 국내외 항공 여객을 운송,H51511
id_0816389,사업장에서,의뢰받아서,? 서비스,사업장에서 의뢰받아서 운송서비스,H49494
id_0375798,화물차?으로,일반인대상으로,택배운송,화물차량으로 일반인대상으로 택배운송,H49494
id_0837769,개인 이사업체,용달?물차로,이삿짐운송,개인 이사업체 용달화물차로 이삿짐운송,H49493
id_0910808,대형특수 및 견인차량으로,견인?구난 및 특수 목적용 대형 특수 자동차등,자동차운송 카캐리엌,대형특수 및 견인차량으로 견인 구난 및 특수 목적용 대형 특수 자동차등 자동차운송 카캐리엌,H49493
id_0017058,사업장에서,계약에 의해,화물운?,사업장에서 계약에 의해 화물운송,H49493
id_0667691,이삿짐센터에서,요?에 의해,포장이사,이삿짐센터에서 운송에 의해 포장이사,H49493
id_0403438,차?을 이용하여,고객에게,화물운송,차량을 이용하여 고객에게 화물운송,H49493
id_0951119,화물차량을,고객의 ?어,화물운송,화물차량을 고객의 어 화물운송,H49493
id_0484764,화물차를가지고,지입차?이,화물운송,화물차량을 가지고 지입차량이 화물운송,H49493
id_0912149,매장에서,온라인,생활?품,매장에서 온라인 생활용품,G47479
id_0172483,매장에서,인터넷으로,마? 쌀 화장품 판매,매장에서 인터넷으로 마 쌀 화장품 판매,G47479
id_0479111,사무실에서,온라인 인터넷 으로,랍스타 대게 킹크?,사무실에서 온라인 인터넷 으로 랍스타 대게 킹크랩,G47479
id_0672091,사무실에서,인터넷으로,캠핑용?,사무실에서 인터넷으로 캠핑용,G47479
id_0048675,사업장에서,일반인을대상으로,신문?달,사업장에서 일반인을대상으로 신문배달,G47479
id_0870560,의류를,인터넷을 ?해,옷판매,의류를 인터넷을 해 옷판매,G47479
id_0155046,인터넷을?해,일반대중을대상으로,생활용품판매,인터넷을 해 일반대중을대상으로 생활용품판매,G47479
id_0868431,?시장에서,일반소비자를 대상으로,생화 판매,꽃시장에서 일반소비자를 대상으로 생화 판매,G47478
id_0696995,?에서,일반고객에게,화장품판매,에서 일반고객에게 화장품판매,G47478
id_0751104,?집에서,일반고객을 대상으로,꽃 화초 소매,꽃집에서 일반고객을 대상으로 꽃 화초 소매,G47478
id_0751756,?집에서,일반소비자에게,꽃판매,꽃집에서 일반소비자에게 꽃판매,G47478
id_0752435,?집에서,일반소비자에게,화분 생화,꽃집에서 일반소비자에게 화분 생화,G47478
id_0752317,?집에서,일반소비자에게소매,꽃 화분,꽃집에서 일반소비자에게소매 꽃 화분,G47478
id_0752510,?집에서,일반인대상으로,꽃 소매,꽃집에서 일반인대상으로 꽃 소매,G47478
id_0116255,가게에서,일반소비자에게,?,가게에서 일반소비자에게,G47478
id_0905554,가판대,고객에게,?판매,가판대 고객에게 꽃판매,G47478
id_0183605,꽃가게에서,일반 소비자에게,? 생화 소매,꽃가게에서 일반 소비자에게 꽃 생화 소매,G47478
id_0173207,꽃가게에서,일반소비자에게,? 난소매,꽃가게에서 일반소비자에게 꽃 난소매,G47478
id_0192411,꽃가게에서,일반소비자에게,?소매,꽃가게에서 일반소비자에게 꽃소매,G47478
id_0160667,꽃가게에서,일반소비자에게,꽃 화? 난소매,꽃가게에서 일반소비자에게 꽃 화 난소매,G47478
id_0471125,꽃집에서,고객에게,?판매,꽃집에서 고객에게 꽃 판매,G47478
id_0491947,꽃집에서,방문?일반고객대상으로,꽃,꽃집에서 방문 일반고객대상으로 꽃,G47478
id_0538270,꽃집에서,시설을갖추고,?판매,꽃집에서 시설을갖추고 꽃 판매,G47478
id_0862623,매장에서,고객에게,낚시및성인용품판?,매장에서 고객에게 낚시및성인용품판매,G47478
id_0263026,매장에서,꽃다?을 만들어,꽃다발판매,매장에서 꽃다발을 만들어 꽃다발판매,G47478
id_0091093,매장에서,소비자에게,?지 목걸이판매,매장에서 소비자에게 지 목걸이판매,G47478
id_0890155,매장에서,일반고객을대상으로,안경 콘텍트?즈,매장에서 일반고객을대상으로 안경 콘텍트렌즈,G47478
id_0338547,매장에서,일반소비자에게,애완용 동물 ? 용품 판매,매장에서 일반소비자에게 애완용 동물 용품 판매,G47478
id_0174176,매장에서,일반소비자에게,화장?,매장에서 일반소비자에게 화장품,G47478
id_0153153,매장에서,일반인을 대상으로,? 허분,매장에서 일반인을 대상으로 허분,G47478
id_0102102,사업장,일반인대상,?판매,사업장 일반인대상 판매,G47478
id_0791442,사업장에서,일반고객을 대상으로,은행선물?트납품,사업장에서 일반고객을 대상으로 은행선물 트납품,G47478
id_0060712,사업장에서,일반고객을 대샹으로,화장당? 소매,사업장에서 일반고객을 대샹으로 화장품 소매,G47478
id_0739704,애완?에서,구매고객에게,애견분양,애완숍에서 구매고객에게 애견분양,G47478
id_0700618,애완견?에서,일반소비자에게,애완용동물및관련용품소매,애완견숍에서 일반소비자에게 애완용동물및관련용품소매,G47478
id_0742405,애완용돈물?관련용품,애완용품울소매하는산업활동,애완용동물사료,애완용동물 관련용품 애완용품울소매하는산업활동 애완용동물사료,G47478
id_0271863,약국에서,병원 외래환자 일반인에게,처방약? 일반의약품,약국에서 병원 외래환자 일반인에게 처방약 일반의약품,G47478
id_0024089,약국에서,일반소비자에게,약조제 ? 드링크판매,약국에서 일반소비자에게 약조제 드링크판매,G47478
id_0713231,약국에서,차방이필요한대상으로,약처?전 드링크,약국에서 차방이필요한대상으로 약처방전 드링크,G47478
id_0322479,영업장소에서,일반고객에게,?과 화분,영업장소에서 일반고객에게 꽃과 화분,G47478
id_0429501,영업장에서,일반소비자에게,? 난판매,영업장에서 일반소비자에게 꽃 난판매,G47478
id_0773354,영업장에서,일반인들에게,? 화분등판매,영업장에서 일반인들에게 꽃 화분등판매,G47478
id_0081269,일반소비자에게,?료기매장에서,의료기기,일반소비자에게 의료기매장에서 의료기기,G47478
id_0244865,재배된 화초를,일반소비자에게,? 난등 판매,재배된 화초를 일반소비자에게 꽃 난등 판매,G47478
id_0806836,주얼리?에서,일반이대상으로,금은 악세사리 소매,주얼리숍에서 일반이대상으로 금은 악세사리 소매,G47478
id_0145483,?양가스에서,일반소비자에게,가스소매,양가스에서 일반소비자에게 가스소매,G47477
